Palmeiras,Fluminense,1,0,0,64.8485,0,35.1515
Internacional,América-MG,1,0,0,63.086,0,36.914
Atlético-MG,Bahia,1,0,0,52.8036,0,47.1964
Paraná,Palmeiras,0,0,1,48.5896,0,51.4104
América-MG,Santos,0,0,1,49.8364,0,50.1636
Vitória,Atlético-PR,0,0,1,34.0606,0,65.9394
Fluminense,Ceará,0,0,1,33.9391,0,66.0609
Botafogo,Internacional,1,0,0,57.569,0,42.431
São Paulo,Cruzeiro,1,0,0,93.956,0,6.044
Sport,Flamengo,0,0,1,45.0513,0,54.9487
Corinthians,Vasco,0,0,1,44.0462,0,55.9538
Grêmio,Chapecoense,1,0,0,66.0359,0,33.9641
Cruzeiro,Vitória,0,0,1,29.6152,0,70.3848
Atlético-PR,Corinthians,1,0,0,53.7674,0,46.2326
Chapecoense,Sport,0,0,1,26.0437,0,73.9563
Bahia,Fluminense,0,0,1,38.4122,0,61.5878
Vasco,São Paulo,1,0,0,56.4924,0,43.5076
Flamengo,Grêmio,1,0,0,92.7938,0,7.2062
Ceará,Paraná,0,0,1,7.465,0,92.535
Santos,Botafogo,0,0,1,44.0553,0,55.9447
Palmeiras,América-MG,1,0,0,65.574,0,34.426
Internacional,Atlético-MG,1,0,0,72.8556,0,27.1444
Cruzeiro,Flamengo,1,0,0,76.1846,0,23.8154
Atlético-PR,Ceará,0,0,1,43.5904,0,56.4096
América-MG,Bahia,0,0,1,39.4296,0,60.5704
Vitória,Grêmio,0,0,1,47.9127,0,52.0873
Vasco,Palmeiras,1,0,0,58.853,0,41.147
Botafogo,Paraná,0,0,1,13.8779,0,86.1221
São Paulo,Sport,0,0,1,48.6718,0,51.3282
Santos,Atlético-MG,1,0,0,62.0385,0,37.9615
Corinthians,Chapecoense,0,0,1,44.9048,0,55.0952
Internacional,Fluminense,1,0,0,62.2779,0,37.7221
Atlético-MG,Botafogo,0,0,1,48.0455,0,51.9545
Paraná,Internacional,0,0,1,44.465,0,55.535
Chapecoense,São Paulo,1,0,0,59.6963,0,40.3037
Bahia,Cruzeiro,0,0,1,48.6099,0,51.3901
Fluminense,América-MG,0,0,1,38.1212,0,61.8788
Flamengo,Atlético-PR,1,0,0,61.0973,0,38.9027
Ceará,Vasco,0,0,1,32.0061,0,67.9939
Sport,Santos,0,0,1,37.2678,0,62.7322
Palmeiras,Vitória,0,0,1,47.8714,0,52.1286
Grêmio,Corinthians,1,0,0,86.0506,0,13.9494
